sid,underlying_sid,root,symbol,name,mktdata_type,asset_class,instrument_type,mult,tick_size,start_date,end_date,auto_close_date,exchange_name,calendar_name,ccy,ccy_pair,base_ccy,quote_ccy,expiry_date,notice_date
576,-1,NONE,CVS,CVS HEALTH CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
577,-1,NONE,CVX,CHEVRON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
578,-1,NONE,CZN,CZN,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
579,-1,NONE,D,DOMINION ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
580,-1,NONE,DD,DUPONT E I DE NEMOURS & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
581,-1,NONE,DDR,DDR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
582,-1,NONE,DDS,"DILLARD'S, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
583,-1,NONE,DE,DEERE & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
584,-1,NONE,DELL,DELL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
585,-1,NONE,DF,DEAN FOODS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
586,-1,NONE,DG,DOLLAR GENERAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
587,-1,NONE,DGX,QUEST DIAGNOSTICS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
588,-1,NONE,DHI,HORTON D R INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
589,-1,NONE,DHR,DANAHER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
590,-1,NONE,DIS,WALT DISNEY CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
591,-1,NONE,DJ,DOW JONES & CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
592,-1,NONE,DOV,DOVER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
593,-1,NONE,DOW,DOW,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
594,-1,NONE,DRI,DARDEN RESTAURANTS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
595,-1,NONE,DTE,DTE ENERGY CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
596,-1,NONE,DTV,DTV,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
597,-1,NONE,DUK,DUKE ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
598,-1,NONE,DVN,DEVON ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
599,-1,NONE,DYN,DYNEGY INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
600,-1,NONE,EBAY,EBAY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
601,-1,NONE,ECL,ECOLAB INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
602,-1,NONE,ED,CONSOLIDATED EDISON INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
603,-1,NONE,EDS,ELECTRONIC DATA SYSTEMS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
604,-1,NONE,EFX,EQUIFAX INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
605,-1,NONE,EIX,EDISON INTERNATIONAL,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
606,-1,NONE,EK,EK,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
607,-1,NONE,EL,ESTEE LAUDER COMPANIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
608,-1,NONE,EMC,EMC CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
609,-1,NONE,EMN,EASTMAN CHEMICAL CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
610,-1,NONE,EMR,EMERSON ELECTRIC CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
611,-1,NONE,EOG,EOG RESOURCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
612,-1,NONE,EP,EL PASO CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
613,-1,NONE,EQ,EMBARQ CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
614,-1,NONE,EQR,EQUITY RESIDENTIAL,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
615,-1,NONE,ERTS,ERTS,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
616,-1,NONE,ESRX,EXPRESS SCRIPTS HOLDING CO.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
617,-1,NONE,ESV,ENSCO PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
618,-1,NONE,ETFC,E TRADE FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
619,-1,NONE,ETN,EATON CORP PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
620,-1,NONE,ETR,ENTERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
621,-1,NONE,EXC,EXELON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
622,-1,NONE,F,FORD MOTOR CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
623,-1,NONE,FCX,FREEPORT-MCMORAN INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
624,-1,NONE,FD,FD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
625,-1,NONE,FDC,FIRST DATA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
626,-1,NONE,FDO,FAMILY DOLLAR STORES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
627,-1,NONE,FDX,FEDEX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
628,-1,NONE,FE,FIRSTENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
629,-1,NONE,FHN,FIRST HORIZON NATIONAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
630,-1,NONE,FII,FEDERATED INVESTORS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
631,-1,NONE,FIS,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
632,-1,NONE,FISV,FISERV INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
633,-1,NONE,FITB,FIFTH THIRD BANCORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
634,-1,NONE,FLR,FLUOR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
635,-1,NONE,FNM,FNM,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
636,-1,NONE,FO,FO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
637,-1,NONE,FPL,FPL,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
638,-1,NONE,FRE,FRE,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
639,-1,NONE,FRX,FOREST LABORATORIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
640,-1,NONE,GAS,AGL RESOURCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
641,-1,NONE,GCI,"GANNETT CO., INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
642,-1,NONE,GD,GENERAL DYNAMICS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
643,-1,NONE,GE,GENERAL ELECTRIC CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
644,-1,NONE,GENZ,GENZYME CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
645,-1,NONE,GILD,GILEAD SCIENCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
646,-1,NONE,GIS,GENERAL MILLS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
647,-1,NONE,GLW,CORNING INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
648,-1,NONE,GM,GENERAL MOTORS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
649,-1,NONE,GNW,GENWORTH FINANCIAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
650,-1,NONE,GOOG,GOOG,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
651,-1,NONE,GPC,GENUINE PARTS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
652,-1,NONE,GPS,GAP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
653,-1,NONE,GR,GOODRICH CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
654,-1,NONE,GS,GOLDMAN SACHS GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
655,-1,NONE,GT,GOODYEAR TIRE & RUBBER CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
656,-1,NONE,GWW,GRAINGER W W INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
657,-1,NONE,HAL,HALLIBURTON CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
658,-1,NONE,HAR,HARMAN INTERNATIONAL INDUSTRIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
659,-1,NONE,HAS,HASBRO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
660,-1,NONE,HBAN,HUNTINGTON BANCSHARES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
661,-1,NONE,HCBK,HUDSON CITY BANCORP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
662,-1,NONE,HCR,MANOR CARE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
663,-1,NONE,HD,HOME DEPOT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
664,-1,NONE,HES,HESS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
665,-1,NONE,HET,HET,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
666,-1,NONE,HIG,HARTFORD FINANCIAL SERVICES GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
667,-1,NONE,HLT,HILTON WORLDWIDE HOLDINGS INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
668,-1,NONE,HNZ,HEINZ H J CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
669,-1,NONE,HOG,HARLEY DAVIDSON INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
670,-1,NONE,HON,HONEYWELL INTERNATIONAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
671,-1,NONE,HOT,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
672,-1,NONE,HPC,HERCULES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
673,-1,NONE,HPQ,HP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
674,-1,NONE,HRB,H&R BLOCK INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
675,-1,NONE,HSP,HOSPIRA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
676,-1,NONE,HST,"HOST HOTELS & RESORTS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
677,-1,NONE,HSY,HERSHEY CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
678,-1,NONE,HUM,HUMANA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
679,-1,NONE,IACI,IACI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
680,-1,NONE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
681,-1,NONE,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
682,-1,NONE,IGT,INTERNATIONAL GAME TECHNOLOGY PLC (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
683,-1,NONE,INTC,INTEL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
684,-1,NONE,INTU,INTUIT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
685,-1,NONE,IP,INTERNATIONAL PAPER CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
686,-1,NONE,IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
687,-1,NONE,IR,INGERSOLL-RAND PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
688,-1,NONE,ITT,ITT INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
689,-1,NONE,ITW,ILLINOIS TOOL WORKS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
690,-1,NONE,JBL,JABIL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
691,-1,NONE,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
692,-1,NONE,JCP,J C PENNEY CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
693,-1,NONE,JDSU,JDSU,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
694,-1,NONE,JNJ,JOHNSON & JOHNSON,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
695,-1,NONE,JNPR,JUNIPER NETWORKS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
696,-1,NONE,JNS,JANUS CAPITAL GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
697,-1,NONE,JNY,JONES GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
698,-1,NONE,JPM,JPMORGAN CHASE & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
699,-1,NONE,JWN,NORDSTROM INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
700,-1,NONE,K,KELLOGG CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
701,-1,NONE,KBH,KB HOME,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
702,-1,NONE,KEY,KEYCORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
703,-1,NONE,KFT,KFT,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
704,-1,NONE,KG,KING PHARMACEUTICALS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
705,-1,NONE,KIM,KIMCO REALTY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
706,-1,NONE,KLAC,KLA TENCOR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
707,-1,NONE,KMB,KIMBERLY CLARK CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
708,-1,NONE,KMI,"KINDER MORGAN, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
709,-1,NONE,KO,COCA COLA CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
710,-1,NONE,KR,KROGER CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
711,-1,NONE,KSE,KEYSPAN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
712,-1,NONE,KSS,KOHLS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
713,-1,NONE,LEG,LEGGETT & PLATT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
714,-1,NONE,LEH,LEHMAN BROTHERS HOLDINGS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
715,-1,NONE,LEN,LENNAR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
716,-1,NONE,LH,LABORATORY CORP OF AMERICA HOLDINGS,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
717,-1,NONE,LIZ,LIZ,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
718,-1,NONE,LLL,"L3 TECHNOLOGIES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
719,-1,NONE,LLTC,LINEAR TECHNOLOGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
720,-1,NONE,LLY,LILLY ELI & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
721,-1,NONE,LM,"LEGG MASON, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
722,-1,NONE,LMT,LOCKHEED MARTIN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
723,-1,NONE,LNC,LINCOLN NATIONAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
